Location,Movie Name,Timing,Is Premium,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied,Total Seats,Occupancy Rate
Clementi 321,Papa-M18,2025-03-10T13:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6001,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,1-Feb-25,1,47,2,10,0,2,0,0,3,59,62,0.05
JEM,Papa-M18,2025-03-10T13:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/201864,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,1-Feb-25,8,118,0,32,0,0,0,0,8,150,158,0.05
Downtown East,Ne-Zha-2-PG13,2025-03-10T13:10:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118067,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,4,172,8,42,0,2,0,0,12,216,228,0.05
Causeway Point,Ne-Zha-2-PG13,2025-03-10T13:15:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154363,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,11,133,12,32,0,2,0,0,23,167,190,0.12
Century Square,Mickey-17-M18,2025-03-10T13:20:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13213,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,6-Mar-25,5,93,0,4,0,2,0,4,5,103,108,0.05
Century Square,Dragon-Tamil-PG13,2025-03-10T13:20:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13232,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21-Feb-25,0,100,0,10,0,2,0,4,0,116,116,0
Clementi 321,Ne-Zha-2-PG13,2025-03-10T13:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6027,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,8,58,4,14,0,2,0,0,12,74,86,0.14
JEM,Ne-Zha-2-PG13,2025-03-10T13:30:00,TRUE,https://www.cathaycineplexes.com.sg/ticketing/1110/201627,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,1,1,6,16,0,0,0,0,7,17,24,0.29
Century Square,Ne-Zha-2-PG13,2025-03-10T13:40:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13223,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,11,87,2,2,0,2,0,4,13,95,108,0.12
Downtown East,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-10T13:40:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118139,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20-Feb-25,0,122,2,40,0,2,0,0,2,164,166,0.01
Clementi 321,Nosferatu-M18,2025-03-10T13:45:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6007,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27-Feb-25,3,45,2,10,0,2,0,0,5,57,62,0.08
JEM,Close-Ur-Kopitiam-PG13,2025-03-10T13:50:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/201887,"Drama, Comedy",Mandarin,"PG13, Some Sexual References",106 mins,27-Feb-25,18,108,4,28,0,0,0,0,22,136,158,0.14
Clementi 321,Ne-Zha-2-PG13,2025-03-10T14:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6018,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,20,54,9,11,0,2,0,0,29,67,96,0.3
JEM,Ne-Zha-2-PG13,2025-03-10T14:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/201819,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,34,184,16,48,0,1,0,0,50,233,283,0.18
Causeway Point,In-the-Lost-Lands-NC16,2025-03-10T14:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154354,"Action, Fantasy",English,"NC16, Violence",101 mins,6-Mar-25,3,123,6,48,0,2,0,0,9,173,182,0.05
Downtown East,Ne-Zha-2-PG13,2025-03-10T14:10:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1106/118072,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,8,128,2,40,0,2,0,0,10,170,180,0.06
Causeway Point,Papa-M18,2025-03-10T14:10:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154369,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,1-Feb-25,9,123,6,28,0,0,0,0,15,151,166,0.09
Causeway Point,Ne-Zha-2-PG13,2025-03-10T14:15:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1102/154359,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,24,102,14,40,0,2,0,0,38,144,182,0.21
JEM,Ne-Zha-2-PG13,2025-03-10T14:15:00,TRUE,https://www.cathaycineplexes.com.sg/ticketing/1110/201662,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,2,0,19,3,0,0,0,0,21,3,24,0.88
JEM,Ne-Zha-2-PG13,2025-03-10T14:30:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1110/201693,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,25,149,16,20,0,1,0,0,41,170,211,0.19
Century Square,Ne-Zha-2-PG13,2025-03-10T14:40:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13238,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,7,93,6,4,0,2,0,4,13,103,116,0.11
Clementi 321,Ne-Zha-2-PG13,2025-03-10T14:55:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1114/6022,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,13,35,5,7,0,2,0,0,18,44,62,0.29
Century Square,Ne-Zha-2-PG13,2025-03-10T15:00:00,FALSE,https://www.cathaycineplexes.com.sg/ticketing/1113/13219,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,6-Mar-25,12,88,2,2,0,2,0,4,14,96,110,0.13
