Location,Movie Name,Timing,Is Premium,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied,Total Seats,Occupancy Rate
Causeway Point,Ne-Zha-2-PG13,2025-03-23T13:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154930,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,31,170,10,32,0,2,0,0,41,204,245,0.17
JEM,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-23T13:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202657,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,7,119,6,26,0,0,0,0,13,145,158,0.08
Downtown East,Mickey-17-M18,2025-03-23T13:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118483,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,1,121,2,40,0,2,0,0,3,163,166,0.02
Clementi 321,Ne-Zha-2-PG13,2025-03-23T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6526,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,16,106,0,0,0,2,0,0,16,108,124,0.13
JEM,Ne-Zha-2-PG13,2025-03-23T13:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202498,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,0,9,12,0,0,0,0,11,12,23,0.48
Clementi 321,Mickey-17-M18,2025-03-23T13:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6642,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,4,44,4,8,0,2,0,0,8,54,62,0.13
Causeway Point,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-23T13:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154950,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,12,117,2,28,0,0,0,0,14,145,159,0.09
JEM,Detective-Chinatown-1900-NC16,2025-03-23T13:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202728,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,12,114,8,24,0,0,0,0,20,138,158,0.13
JEM,Ne-Zha-2-PG13,2025-03-23T13:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202736,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,51,167,32,32,0,1,0,0,83,200,283,0.29
Causeway Point,Ne-Zha-2-PG13,2025-03-23T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154938,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,67,59,42,12,0,2,0,0,109,73,182,0.6
Century Square,Ne-Zha-2-PG13,2025-03-23T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13680,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,30,70,6,4,0,2,0,4,36,80,116,0.31
Clementi 321,Ne-Zha-2-PG13,2025-03-23T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6936,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,17,49,0,18,0,2,0,0,17,69,86,0.2
Downtown East,Ne-Zha-2-PG13,2025-03-23T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118489,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,16,120,16,26,0,2,0,0,32,148,180,0.18
JEM,Dog-Man-PG,2025-03-23T14:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202607,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,15,111,2,30,0,0,0,0,17,141,158,0.11
JEM,Ne-Zha-2-PG13,2025-03-23T14:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202515,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,0,14,4,0,0,0,0,16,4,20,0.8
JEM,Mickey-17-M18,2025-03-23T14:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202724,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,15,69,10,14,0,0,0,0,25,83,108,0.23
Clementi 321,Ne-Zha-2-PG13,2025-03-23T14:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6507,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,13,35,8,4,0,2,0,0,21,41,62,0.34
JEM,Ne-Zha-2-PG13,2025-03-23T14:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202732,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,63,111,32,4,0,1,0,0,95,116,211,0.45
Century Square,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-23T14:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13694,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,13,85,0,4,0,2,0,4,13,95,108,0.12
Causeway Point,Ne-Zha-2-PG13,2025-03-23T14:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154942,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,51,93,20,24,0,2,0,0,71,119,190,0.37
Downtown East,Ne-Zha-2-PG13,2025-03-23T14:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118571,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,9,87,10,30,0,1,0,0,19,118,137,0.14
Century Square,Ne-Zha-2-PG13,2025-03-23T14:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13678,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,30,70,10,0,0,2,0,4,40,76,116,0.34
Clementi 321,Novocaine-NC16,2025-03-23T14:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6517,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,1,61,0,20,0,2,0,0,1,83,84,0.01
Causeway Point,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-23T14:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154935,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,5,121,8,46,0,2,0,0,13,169,182,0.07
Clementi 321,Ne-Zha-2-PG13,2025-03-23T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6524,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,19,29,6,6,0,2,0,0,25,37,62,0.4
Clementi 321,Dog-Man-PG,2025-03-23T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6514,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,16,32,8,4,0,2,0,0,24,38,62,0.39
JEM,Ne-Zha-2-PG13,2025-03-23T15:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202551,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,81,93,30,6,0,1,0,0,111,100,211,0.53
Century Square,Perusu-Tamil-NC16,2025-03-23T15:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13759,"Family, Comedy, Drama",Tamil,"NC16, Some Crude humour",125 mins,19 Mar 2025,7,93,4,0,0,2,0,4,11,99,110,0.1
Downtown East,Ne-Zha-2-PG13,2025-03-23T15:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118478,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,27,149,8,42,0,2,0,0,35,193,228,0.15
Causeway Point,Ne-Zha-2-PG13,2025-03-23T15:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154948,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,44,100,28,16,0,0,0,0,72,116,188,0.38
Century Square,Ne-Zha-2-PG13,2025-03-23T15:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13685,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,49,49,4,0,0,2,0,4,53,55,108,0.49
JEM,Dog-Man-PG,2025-03-23T15:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202797,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,17,109,2,30,0,0,0,0,19,139,158,0.12
Clementi 321,Ne-Zha-2-PG13,2025-03-23T15:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6521,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,26,48,13,7,0,2,0,0,39,57,96,0.41
Downtown East,Ne-Zha-2-PG13,2025-03-23T15:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118577,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,9,59,8,32,1,0,0,0,18,91,109,0.17
Causeway Point,Ne-Zha-2-PG13,2025-03-23T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154936,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,57,73,10,18,0,0,0,0,67,91,158,0.42
JEM,Ne-Zha-2-PG13,2025-03-23T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202578,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,87,87,32,4,0,1,0,0,119,92,211,0.56
Clementi 321,Ne-Zha-2-PG13,2025-03-23T16:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6511,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,21,41,8,12,0,2,0,0,29,55,84,0.35
Century Square,Ne-Zha-2-PG13,2025-03-23T16:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13679,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,38,62,10,0,0,2,0,4,48,68,116,0.41
Downtown East,Ne-Zha-2-PG13,2025-03-23T16:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118493,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,10,114,12,32,0,2,0,0,22,148,170,0.13
JEM,Dog-Man-PG,2025-03-23T16:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202608,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,11,115,10,22,0,0,0,0,21,137,158,0.13
Causeway Point,Ne-Zha-2-PG13,2025-03-23T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154931,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,36,165,16,26,0,2,0,0,52,193,245,0.21
JEM,Ne-Zha-2-PG13,2025-03-23T16:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202499,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,21,0,0,0,0,0,22,1,23,0.96
Downtown East,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-23T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118570,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,6,116,4,38,0,2,0,0,10,156,166,0.06
JEM,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-23T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202729,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,25,101,14,18,0,0,0,0,39,119,158,0.25
Clementi 321,Detective-Chinatown-1900-NC16,2025-03-23T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6940,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,5,43,5,7,0,2,0,0,10,52,62,0.16
JEM,Ne-Zha-2-PG13,2025-03-23T16:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202737,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,68,150,42,22,0,1,0,0,110,173,283,0.39
Causeway Point,Ne-Zha-2-PG13,2025-03-23T16:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155491,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,13,116,14,16,0,0,0,0,27,132,159,0.17
Clementi 321,Ne-Zha-2-PG13,2025-03-23T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6527,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,26,96,0,0,0,2,0,0,26,98,124,0.21
Century Square,Dragon-Tamil-PG13,2025-03-23T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13677,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21 Feb 2025,0,100,0,10,0,2,0,4,0,116,116,0.0
Clementi 321,Ne-Zha-2-PG13,2025-03-23T17:10:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6432,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,3,21,0,0,0,0,0,0,3,21,24,0.12
Downtown East,Ne-Zha-2-PG13,2025-03-23T17:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118490,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,17,119,10,32,0,2,0,0,27,153,180,0.15
JEM,Ne-Zha-2-PG13,2025-03-23T17:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202516,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,14,4,0,0,0,0,15,5,20,0.75
Causeway Point,Dog-Man-PG,2025-03-23T17:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155399,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,12,114,6,48,0,2,0,0,18,164,182,0.1
Clementi 321,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-23T17:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6532,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,0,66,0,18,0,2,0,0,0,86,86,0.0
Clementi 321,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-23T17:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6660,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,10,38,8,4,0,2,0,0,18,44,62,0.29
JEM,Novocaine-NC16,2025-03-23T17:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202725,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,1,83,10,14,0,0,0,0,11,97,108,0.1
JEM,Ne-Zha-2-PG13,2025-03-23T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202733,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,31,143,16,20,0,1,0,0,47,164,211,0.22
Causeway Point,Novocaine-NC16,2025-03-23T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154939,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,1,125,10,44,0,2,0,0,11,171,182,0.06
Century Square,Mickey-17-M18,2025-03-23T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13691,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,8,90,4,0,0,2,0,4,12,96,108,0.11
Clementi 321,Ne-Zha-2-PG13,2025-03-23T17:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6661,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,60,2,18,0,2,0,0,4,80,84,0.05
JEM,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-23T17:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202658,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,5,121,6,26,0,0,0,0,11,147,158,0.07
Clementi 321,Presence-M18,2025-03-23T17:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6508,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,2,46,4,8,0,2,0,0,6,56,62,0.1
Causeway Point,Ne-Zha-2-PG13,2025-03-23T17:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154943,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,26,118,18,26,1,1,0,0,45,145,190,0.24
Century Square,Ne-Zha-2-PG13,2025-03-23T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13681,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,32,68,8,2,0,2,0,4,40,76,116,0.34
Century Square,Presence-M18,2025-03-23T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13688,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,3,97,0,4,0,2,0,4,3,107,110,0.03
Downtown East,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-23T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118484,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,3,93,2,38,0,1,0,0,5,132,137,0.04
Clementi 321,Ne-Zha-2-PG13,2025-03-23T18:05:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6525,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,46,4,8,0,2,0,0,6,56,62,0.1
JEM,Ne-Zha-2-PG13,2025-03-23T18:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202552,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,33,141,18,18,0,1,0,0,51,160,211,0.24
Downtown East,Ne-Zha-2-PG13,2025-03-23T18:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118488,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,29,147,0,50,0,2,0,0,29,199,228,0.13
JEM,Dog-Man-PG,2025-03-23T18:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202609,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,5,121,0,32,0,0,0,0,5,153,158,0.03
Century Square,Ne-Zha-2-PG13,2025-03-23T18:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13686,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,11,87,4,0,0,2,0,4,15,93,108,0.14
Causeway Point,Ne-Zha-2-PG13,2025-03-23T18:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154949,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,9,135,14,30,0,0,0,0,23,165,188,0.12
Clementi 321,Ne-Zha-2-PG13,2025-03-23T19:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6522,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,5,69,2,18,0,2,0,0,7,89,96,0.07
JEM,Ne-Zha-2-PG13,2025-03-23T19:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202579,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,24,150,20,16,0,1,0,0,44,167,211,0.21
Downtown East,Novocaine-NC16,2025-03-23T19:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118482,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,2,66,0,40,0,1,0,0,2,107,109,0.02
Causeway Point,Ne-Zha-2-PG13,2025-03-23T19:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154937,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,20,110,10,18,0,0,0,0,30,128,158,0.19
Clementi 321,Ne-Zha-2-PG13,2025-03-23T19:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6512,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,10,52,4,16,0,2,0,0,14,70,84,0.17
Downtown East,Ne-Zha-2-PG13,2025-03-23T19:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118494,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,6,118,6,38,0,2,0,0,12,158,170,0.07
Century Square,Ne-Zha-2-PG13,2025-03-23T19:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13682,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,15,85,8,2,0,2,0,4,23,93,116,0.2
JEM,Ne-Zha-2-PG13,2025-03-23T19:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202500,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,0,21,0,0,0,0,1,22,23,0.04
Causeway Point,Ne-Zha-2-PG13,2025-03-23T19:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154932,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,193,12,30,0,2,0,0,20,225,245,0.08
Clementi 321,Ne-Zha-2-PG13,2025-03-23T19:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6937,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,4,62,0,18,0,2,0,0,4,82,86,0.05
JEM,Ne-Zha-2-PG13,2025-03-23T19:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202730,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,14,112,8,24,0,0,0,0,22,136,158,0.14
JEM,Ne-Zha-2-PG13,2025-03-23T19:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202738,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,9,209,10,54,0,1,0,0,19,264,283,0.07
Clementi 321,Mickey-17-M18,2025-03-23T19:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6643,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,12,36,6,6,0,2,0,0,18,44,62,0.29
Downtown East,Mickey-17-M18,2025-03-23T19:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118485,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,4,118,2,40,0,2,0,0,6,160,166,0.04
Causeway Point,Ne-Zha-2-PG13,2025-03-23T20:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154954,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,14,115,2,28,0,0,0,0,16,143,159,0.1
