Location,Movie Name,Timing,Is Premium,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied,Total Seats,Occupancy Rate
Clementi 321,Ne-Zha-2-PG13,2025-03-14T13:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6261,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,11,111,0,0,0,2,0,0,11,113,124,0.09
Downtown East,Ne-Zha-2-PG13,2025-03-14T13:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118357,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,4,118,0,42,0,2,0,0,4,162,166,0.02
JEM,Ne-Zha-2-PG13,2025-03-14T13:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202127,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,24,150,4,32,0,1,0,0,28,183,211,0.13
JEM,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-14T13:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202198,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,7,119,4,28,0,0,0,0,11,147,158,0.07
Causeway Point,Ne-Zha-2-PG13,2025-03-14T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154527,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,15,187,6,36,0,2,0,0,21,225,246,0.09
Century Square,Novocaine-NC16,2025-03-14T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13406,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,0,100,0,10,0,2,0,4,0,116,116,0.0
Downtown East,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-14T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118290,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,4,92,2,38,0,1,0,0,6,131,137,0.04
JEM,Ne-Zha-2-PG13,2025-03-14T13:40:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202077,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,7,15,0,0,0,0,8,16,24,0.33
Clementi 321,Ne-Zha-2-PG13,2025-03-14T13:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6264,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,64,2,16,0,2,0,0,4,82,86,0.05
Clementi 321,Novocaine-NC16,2025-03-14T13:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6257,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,1,47,0,12,0,2,0,0,1,61,62,0.02
Causeway Point,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-14T13:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154546,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,15,114,2,28,0,0,0,0,17,142,159,0.11
Downtown East,Ne-Zha-2-PG13,2025-03-14T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118276,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,6,130,0,42,0,2,0,0,6,174,180,0.03
JEM,Ne-Zha-2-PG13,2025-03-14T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202181,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,11,207,8,56,0,1,0,0,19,264,283,0.07
Century Square,Mickey-17-M18,2025-03-14T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13399,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,1,99,0,4,0,2,0,4,1,109,110,0.01
Clementi 321,Ne-Zha-2-PG13,2025-03-14T14:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6254,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,13,61,8,12,0,2,0,0,21,75,96,0.22
JEM,Dog-Man-PG,2025-03-14T14:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202265,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,17,109,12,20,0,0,0,0,29,129,158,0.18
Century Square,Ne-Zha-2-PG13,2025-03-14T14:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13403,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,5,93,0,4,0,2,0,4,5,103,108,0.05
JEM,Ne-Zha-2-PG13,2025-03-14T14:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202159,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,36,138,6,30,0,1,0,0,42,169,211,0.2
Clementi 321,Detective-Chinatown-1900-NC16,2025-03-14T14:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6267,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,5,43,0,12,0,2,0,0,5,57,62,0.08
Causeway Point,Ne-Zha-2-PG13,2025-03-14T14:35:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154542,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,38,106,18,26,0,0,0,0,56,132,188,0.3
Century Square,Ne-Zha-2-PG13,2025-03-14T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13411,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,92,2,8,0,2,0,4,10,106,116,0.09
Clementi 321,Ne-Zha-2-PG13,2025-03-14T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6247,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,12,50,4,16,0,2,0,0,16,68,84,0.19
Causeway Point,Novocaine-NC16,2025-03-14T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154557,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,1,125,4,50,0,2,0,0,5,177,182,0.03
Clementi 321,Papa-M18,2025-03-14T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6242,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,01 Feb 2025,9,53,5,15,0,2,0,0,14,70,84,0.17
Downtown East,Ne-Zha-2-PG13,2025-03-14T15:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118294,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,68,8,32,0,1,0,0,8,101,109,0.07
JEM,Ne-Zha-2-PG13,2025-03-14T15:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202186,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,50,124,12,24,0,1,0,0,62,149,211,0.29
Causeway Point,Ne-Zha-2-PG13,2025-03-14T15:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154531,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,18,108,10,44,0,2,0,0,28,154,182,0.15
Clementi 321,Ne-Zha-2-PG13,2025-03-14T15:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6235,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,9,15,0,0,0,0,0,0,9,15,24,0.38
JEM,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-14T15:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202309,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,17,109,4,28,0,0,0,0,21,137,158,0.13
Causeway Point,Mickey-17-M18,2025-03-14T15:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154539,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,3,129,2,32,0,0,0,0,5,161,166,0.03
Clementi 321,Ne-Zha-2-PG13,2025-03-14T15:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6368,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,17,31,2,10,0,2,0,0,19,43,62,0.31
Century Square,Ne-Zha-2-PG13,2025-03-14T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13414,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,7,93,4,6,0,2,0,4,11,105,116,0.09
Downtown East,Ne-Zha-2-PG13,2025-03-14T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118354,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,5,171,6,44,0,2,0,0,11,217,228,0.05
Clementi 321,Dog-Man-PG,2025-03-14T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6251,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,1,47,2,10,0,2,0,0,3,59,62,0.05
JEM,Mickey-17-M18,2025-03-14T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202282,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,10,74,8,16,0,0,0,0,18,90,108,0.17
Causeway Point,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-14T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154533,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,7,137,4,40,0,2,0,0,11,179,190,0.06
Clementi 321,Ne-Zha-2-PG13,2025-03-14T16:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6262,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,6,116,0,0,0,2,0,0,6,118,124,0.05
JEM,Ne-Zha-2-PG13,2025-03-14T16:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202128,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,42,132,8,28,0,1,0,0,50,161,211,0.24
Downtown East,Novocaine-NC16,2025-03-14T16:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118278,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,0,122,2,40,0,2,0,0,2,164,166,0.01
Century Square,Dragon-Tamil-PG13,2025-03-14T16:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13519,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21 Feb 2025,8,92,0,10,0,2,0,4,8,108,116,0.07
Clementi 321,Novocaine-NC16,2025-03-14T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6258,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,2,46,0,12,0,2,0,0,2,60,62,0.03
Downtown East,Mickey-17-M18,2025-03-14T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118280,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,0,124,0,44,0,2,0,0,0,170,170,0.0
Causeway Point,Ne-Zha-2-PG13,2025-03-14T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154528,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,13,189,2,40,0,2,0,0,15,231,246,0.06
JEM,Ne-Zha-2-PG13,2025-03-14T16:40:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202078,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,0,7,15,0,0,0,0,9,15,24,0.38
JEM,A-Looney-Tunes-Movie-PG,2025-03-14T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202205,Animation,English with no subtitle,PG,91 mins,13 Mar 2025,2,124,0,32,0,0,0,0,2,156,158,0.01
Downtown East,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-14T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118288,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,2,94,0,40,0,1,0,0,2,135,137,0.01
JEM,Novocaine-NC16,2025-03-14T16:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202244,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,5,121,2,30,0,0,0,0,7,151,158,0.04
Clementi 321,Ne-Zha-2-PG13,2025-03-14T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6265,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,66,0,18,0,2,0,0,0,86,86,0.0
JEM,Ne-Zha-2-PG13,2025-03-14T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202182,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,12,206,20,44,0,1,0,0,32,251,283,0.11
Causeway Point,Dog-Man-PG,2025-03-14T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154555,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,14,115,4,26,0,0,0,0,18,141,159,0.11
Century Square,A-Looney-Tunes-Movie-PG,2025-03-14T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13400,Animation,English with no subtitle,PG,91 mins,13 Mar 2025,0,100,2,2,0,2,0,4,2,108,110,0.02
Downtown East,Ne-Zha-2-PG13,2025-03-14T17:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118282,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,136,6,36,0,2,0,0,6,174,180,0.03
Clementi 321,Ne-Zha-2-PG13,2025-03-14T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6255,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,14,60,4,16,0,2,0,0,18,78,96,0.19
JEM,Ne-Zha-2-PG13,2025-03-14T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202160,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,12,162,6,30,0,1,0,0,18,193,211,0.09
Causeway Point,Ne-Zha-2-PG13,2025-03-14T17:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154543,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,36,108,18,26,0,0,0,0,54,134,188,0.29
Century Square,Ne-Zha-2-PG13,2025-03-14T17:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13404,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,9,89,0,4,0,2,0,4,9,99,108,0.08
JEM,Ne-Zha-2-PG13,2025-03-14T17:45:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202074,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,12,10,0,0,0,0,13,11,24,0.54
Causeway Point,Novocaine-NC16,2025-03-14T17:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154725,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,6,120,6,48,0,2,0,0,12,170,182,0.07
Clementi 321,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-14T17:45:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6240,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,0,0,0,0,0,0,0,0,0,0,0,1
Clementi 321,Nosferatu-M18,2025-03-14T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6243,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27 Feb 2025,4,58,8,12,0,2,0,0,12,72,84,0.14
Century Square,Ne-Zha-2-PG13,2025-03-14T18:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13412,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,7,93,2,8,0,2,0,4,9,107,116,0.08
JEM,Ne-Zha-2-PG13,2025-03-14T18:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202187,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,28,146,12,24,0,1,0,0,40,171,211,0.19
Clementi 321,Dragon-Tamil-PG13,2025-03-14T18:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6241,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21 Feb 2025,1,61,4,16,0,2,0,0,5,79,84,0.06
Downtown East,Ne-Zha-2-PG13,2025-03-14T18:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118381,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,68,6,34,0,1,0,0,6,103,109,0.06
Causeway Point,Ne-Zha-2-PG13,2025-03-14T18:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154532,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,22,104,18,36,0,2,0,0,40,142,182,0.22
Clementi 321,Mickey-17-M18,2025-03-14T18:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6252,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,10,38,2,10,0,2,0,0,12,50,62,0.19
Clementi 321,Ne-Zha-2-PG13,2025-03-14T18:35:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6236,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,12,12,0,0,0,0,0,0,12,12,24,0.5
JEM,Ne-Zha-2-PG13,2025-03-14T18:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202317,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,17,109,4,28,0,0,0,0,21,137,158,0.13
JEM,Close-Ur-Kopitiam-PG13,2025-03-14T18:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202204,"Drama, Comedy",Mandarin,"PG13, Some Sexual References",106 mins,27 Feb 2025,4,122,8,24,0,0,0,0,12,146,158,0.08
Causeway Point,Ne-Zha-2-PG13,2025-03-14T19:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154724,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,27,105,10,24,0,0,0,0,37,129,166,0.22
Century Square,Ne-Zha-2-PG13,2025-03-14T19:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13398,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,21,77,2,2,0,2,0,4,23,85,108,0.21
Clementi 321,Ne-Zha-2-PG13,2025-03-14T19:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6245,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,23,25,10,2,0,2,0,0,33,29,62,0.53
