Location,Movie Name,Timing,Is Premium,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied,Total Seats,Occupancy Rate
Clementi 321,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-22T11:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6500,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,2,64,0,18,0,2,0,0,2,84,86,0.02
Causeway Point,Dog-Man-PG,2025-03-22T11:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154915,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,11,121,4,30,0,0,0,0,15,151,166,0.09
Clementi 321,Ne-Zha-2-PG13,2025-03-22T11:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6501,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,46,6,6,0,2,0,0,8,54,62,0.13
JEM,Novocaine-NC16,2025-03-22T11:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202702,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,0,84,0,24,0,0,0,0,0,108,108,0.0
Century Square,Ne-Zha-2-PG13,2025-03-22T12:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13671,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,13,87,6,4,0,2,0,4,19,97,116,0.16
JEM,Dog-Man-PG,2025-03-22T12:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202602,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,9,117,4,28,0,0,0,0,13,145,158,0.08
Century Square,Mickey-17-M18,2025-03-22T12:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13661,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,4,94,2,2,0,2,0,4,6,102,108,0.06
Clementi 321,Presence-M18,2025-03-22T12:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6471,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,5,43,0,12,0,2,0,0,5,57,62,0.08
Century Square,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-22T12:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13763,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,1,99,0,4,0,2,0,4,1,109,110,0.01
Causeway Point,Ne-Zha-2-PG13,2025-03-22T12:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154920,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,136,14,30,0,0,0,0,22,166,188,0.12
Clementi 321,Detective-Chinatown-1900-NC16,2025-03-22T12:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6938,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,0,48,2,10,0,2,0,0,2,60,62,0.03
JEM,Ne-Zha-2-PG13,2025-03-22T12:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202557,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,24,150,4,32,0,1,0,0,28,183,211,0.13
Century Square,Ne-Zha-2-PG13,2025-03-22T12:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13760,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,3,97,4,6,0,2,0,4,7,109,116,0.06
Clementi 321,Ne-Zha-2-PG13,2025-03-22T12:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6486,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,9,65,2,18,0,2,0,0,11,85,96,0.11
Causeway Point,Dog-Man-PG,2025-03-22T12:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155396,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,10,116,2,52,0,2,0,0,12,170,182,0.07
Downtown East,Ne-Zha-2-PG13,2025-03-22T12:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118453,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,10,166,16,34,0,2,0,0,26,202,228,0.11
Clementi 321,Dog-Man-PG,2025-03-22T12:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6478,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,7,41,6,6,0,2,0,0,13,49,62,0.21
Century Square,Ne-Zha-2-PG13,2025-03-22T13:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13652,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,30,68,0,4,0,2,0,4,30,78,108,0.28
Clementi 321,Ne-Zha-2-PG13,2025-03-22T13:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6475,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,54,10,10,0,2,0,0,18,66,84,0.21
JEM,Ne-Zha-2-PG13,2025-03-22T13:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202584,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,47,127,16,20,0,1,0,0,63,148,211,0.3
Downtown East,Novocaine-NC16,2025-03-22T13:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118558,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,4,92,0,40,0,1,0,0,4,133,137,0.03
Downtown East,Presence-M18,2025-03-22T13:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118457,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,68,2,38,0,1,0,0,2,107,109,0.02
Causeway Point,Ne-Zha-2-PG13,2025-03-22T13:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154896,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,25,176,6,36,0,2,0,0,31,214,245,0.13
Clementi 321,Ne-Zha-2-PG13,2025-03-22T13:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6468,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,4,20,0,0,0,0,0,0,4,20,24,0.17
Downtown East,Ne-Zha-2-PG13,2025-03-22T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118473,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,10,114,12,32,0,2,0,0,22,148,170,0.13
JEM,Ne-Zha-2-PG13,2025-03-22T13:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202493,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,0,20,2,0,0,0,0,22,2,24,0.92
Clementi 321,A-Looney-Tunes-Movie-PG,2025-03-22T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6485,Animation,English with no subtitle,PG,91 mins,13 Mar 2025,4,58,4,16,0,2,0,0,8,76,84,0.1
Causeway Point,Mickey-17-M18,2025-03-22T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154917,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,5,124,0,30,0,0,0,0,5,154,159,0.03
JEM,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-22T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202654,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,11,115,0,32,0,0,0,0,11,147,158,0.07
Downtown East,Mickey-17-M18,2025-03-22T13:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118574,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,0,122,2,40,0,2,0,0,2,164,166,0.01
Causeway Point,Ne-Zha-2-PG13,2025-03-22T13:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154906,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,21,105,14,40,0,2,0,0,35,147,182,0.19
Clementi 321,Ne-Zha-2-PG13,2025-03-22T13:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6492,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,19,103,0,0,0,2,0,0,19,105,124,0.15
Century Square,Ne-Zha-2-PG13,2025-03-22T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13667,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,23,77,10,0,0,2,0,4,33,83,116,0.28
JEM,Ne-Zha-2-PG13,2025-03-22T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202717,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,90,128,55,9,0,1,0,0,145,138,283,0.51
JEM,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-22T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202709,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,18,108,6,26,0,0,0,0,24,134,158,0.15
Causeway Point,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-22T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154916,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,20,110,12,16,0,0,0,0,32,126,158,0.2
JEM,Ne-Zha-2-PG13,2025-03-22T14:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202524,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,2,16,6,0,0,0,0,16,8,24,0.67
JEM,Dog-Man-PG,2025-03-22T14:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202603,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,46,80,6,26,0,0,0,0,52,106,158,0.33
Clementi 321,Ne-Zha-2-PG13,2025-03-22T14:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6472,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,15,33,8,4,0,2,0,0,23,39,62,0.37
Downtown East,Ne-Zha-2-PG13,2025-03-22T14:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118470,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,19,117,12,30,0,2,0,0,31,149,180,0.17
JEM,Mickey-17-M18,2025-03-22T14:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202703,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,10,74,14,10,0,0,0,0,24,84,108,0.22
Clementi 321,Ne-Zha-2-PG13,2025-03-22T14:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6935,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,9,57,0,18,0,2,0,0,9,77,86,0.1
Causeway Point,Ne-Zha-2-PG13,2025-03-22T14:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154912,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,62,82,24,20,0,2,0,0,86,104,190,0.45
JEM,Ne-Zha-2-PG13,2025-03-22T14:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202713,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,84,90,28,8,0,1,0,0,112,99,211,0.53
Clementi 321,Ne-Zha-2-PG13,2025-03-22T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6489,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,40,8,4,0,2,0,0,16,46,62,0.26
Clementi 321,Dog-Man-PG,2025-03-22T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6479,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,12,36,3,9,0,2,0,0,15,47,62,0.24
Century Square,Detective-Chinatown-1900-NC16,2025-03-22T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13662,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,10,88,0,4,0,2,0,4,10,98,108,0.09
Causeway Point,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-22T15:05:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154902,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,15,111,10,44,0,2,0,0,25,157,182,0.14
Century Square,Ne-Zha-2-PG13,2025-03-22T15:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13672,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,49,51,10,0,0,2,0,4,59,57,116,0.51
Downtown East,Ne-Zha-2-PG13,2025-03-22T15:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118573,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,7,61,8,32,0,1,0,0,15,94,109,0.14
Clementi 321,Mickey-17-M18,2025-03-22T15:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6640,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,4,44,10,2,0,2,0,0,14,48,62,0.23
Century Square,Presence-M18,2025-03-22T15:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13657,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,4,96,2,2,0,2,0,4,6,104,110,0.05
JEM,Ne-Zha-2-PG13,2025-03-22T15:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202558,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,69,105,22,14,0,1,0,0,91,120,211,0.43
Causeway Point,Ne-Zha-2-PG13,2025-03-22T15:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154921,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,65,79,32,12,0,0,0,0,97,91,188,0.52
Century Square,Dragon-Tamil-PG13,2025-03-22T15:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13665,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21 Feb 2025,0,100,4,6,0,2,0,4,4,112,116,0.03
Clementi 321,Ne-Zha-2-PG13,2025-03-22T15:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6487,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,26,48,10,10,0,2,0,0,36,60,96,0.38
Downtown East,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-22T15:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118559,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,8,88,2,38,0,1,0,0,10,127,137,0.07
JEM,Dog-Man-PG,2025-03-22T15:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202793,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,35,91,16,16,0,0,0,0,51,107,158,0.32
Century Square,Ne-Zha-2-PG13,2025-03-22T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13653,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,28,70,2,2,0,2,0,4,30,78,108,0.28
Downtown East,Ne-Zha-2-PG13,2025-03-22T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118454,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,20,156,18,32,0,2,0,0,38,190,228,0.17
JEM,Ne-Zha-2-PG13,2025-03-22T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202585,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,72,102,28,8,0,1,0,0,100,111,211,0.47
Clementi 321,Novocaine-NC16,2025-03-22T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6482,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,4,58,2,18,0,2,0,0,6,78,84,0.07
Clementi 321,Ne-Zha-2-PG13,2025-03-22T16:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6476,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,13,49,6,14,0,2,0,0,19,65,84,0.23
Causeway Point,Dog-Man-PG,2025-03-22T16:25:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155397,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,14,115,14,16,0,0,0,0,28,131,159,0.18
Causeway Point,Ne-Zha-2-PG13,2025-03-22T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154897,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,64,137,20,22,0,2,0,0,84,161,245,0.34
Clementi 321,Ne-Zha-2-PG13,2025-03-22T16:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6469,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,14,10,0,0,0,0,0,0,14,10,24,0.58
JEM,Ne-Zha-2-PG13,2025-03-22T16:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202494,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,0,14,8,0,0,0,0,16,8,24,0.67
JEM,Ne-Zha-2-PG13,2025-03-22T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202794,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,46,80,22,10,0,0,0,0,68,90,158,0.43
Downtown East,Ne-Zha-2-PG13,2025-03-22T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118474,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,12,112,6,38,0,2,0,0,18,152,170,0.11
Downtown East,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-22T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118464,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,7,115,2,40,0,2,0,0,9,157,166,0.05
Causeway Point,Novocaine-NC16,2025-03-22T16:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154907,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,2,124,8,46,0,2,0,0,10,172,182,0.05
Clementi 321,Ne-Zha-2-PG13,2025-03-22T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6493,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,10,112,0,0,0,2,0,0,10,114,124,0.08
JEM,Ne-Zha-2-PG13,2025-03-22T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202718,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,41,177,38,26,0,1,0,0,79,204,283,0.28
Causeway Point,Ne-Zha-2-PG13,2025-03-22T17:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155395,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,20,110,8,20,0,0,0,0,28,130,158,0.18
Century Square,Ne-Zha-2-PG13,2025-03-22T17:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13668,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,25,75,10,0,0,2,0,4,35,81,116,0.3
JEM,Ne-Zha-2-PG13,2025-03-22T17:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202525,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,14,8,0,0,0,0,15,9,24,0.62
JEM,Dog-Man-PG,2025-03-22T17:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202969,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,22,104,6,26,0,0,0,0,28,130,158,0.18
Century Square,Novocaine-NC16,2025-03-22T17:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13658,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,4,96,2,2,0,2,0,4,6,104,110,0.05
Causeway Point,Ne-Zha-2-PG13,2025-03-22T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154903,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,24,102,30,24,0,2,0,0,54,128,182,0.3
Clementi 321,Ne-Zha-2-PG13,2025-03-22T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6480,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,13,35,0,12,0,2,0,0,13,49,62,0.21
JEM,Novocaine-NC16,2025-03-22T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202704,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,13,71,10,14,0,0,0,0,23,85,108,0.21
Clementi 321,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-22T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6934,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,4,44,4,8,0,2,0,0,8,54,62,0.13
Downtown East,Ne-Zha-2-PG13,2025-03-22T17:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118471,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,13,123,16,26,0,2,0,0,29,151,180,0.16
JEM,Ne-Zha-2-PG13,2025-03-22T17:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202714,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,41,133,12,24,0,1,0,0,53,158,211,0.25
Clementi 321,Ne-Zha-2-PG13,2025-03-22T17:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6933,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,64,0,18,0,2,0,0,2,84,86,0.02
Century Square,Mickey-17-M18,2025-03-22T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13663,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,12,86,0,4,0,2,0,4,12,96,108,0.11
JEM,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-22T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202655,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,4,122,8,24,0,0,0,0,12,146,158,0.08
Causeway Point,Ne-Zha-2-PG13,2025-03-22T18:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154914,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,47,97,22,22,0,2,0,0,69,121,190,0.36
Clementi 321,Ne-Zha-2-PG13,2025-03-22T18:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6490,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,46,6,6,0,2,0,0,8,54,62,0.13
Clementi 321,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-22T18:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6939,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,16,32,6,6,0,2,0,0,22,40,62,0.35
