Location,Movie Name,Timing,Is Premium,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied,Total Seats,Occupancy Rate
Clementi 321,Novocaine-NC16,2025-03-21T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6449,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,1,61,0,20,0,2,0,0,1,83,84,0.01
Clementi 321,Detective-Chinatown-1900-NC16,2025-03-21T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6692,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,3,59,3,17,0,2,0,0,6,78,84,0.07
JEM,Ne-Zha-2-PG13,2025-03-21T16:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202581,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,37,137,8,28,0,1,0,0,45,166,211,0.21
Clementi 321,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-21T16:20:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6463,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,0,0,0,0,0,0,0,0,0,0,0,1
Causeway Point,Ne-Zha-2-PG13,2025-03-21T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154863,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,27,174,12,30,0,2,0,0,39,206,245,0.16
Century Square,Ne-Zha-2-PG13,2025-03-21T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13762,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,15,85,4,6,0,2,0,4,19,97,116,0.16
JEM,Ne-Zha-2-PG13,2025-03-21T16:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202489,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,0,8,14,0,0,0,0,10,14,24,0.42
JEM,Dog-Man-PG,2025-03-21T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202599,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,26,100,4,28,0,0,0,0,30,128,158,0.19
JEM,Ne-Zha-2-PG13,2025-03-21T16:35:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202791,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,0,0,0,0,0,0,0,0,0,0,1
Downtown East,Ne-Zha-2-PG13,2025-03-21T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118440,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,17,107,6,38,0,2,0,0,23,147,170,0.14
Causeway Point,Detective-Chinatown-1900-NC16,2025-03-21T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154883,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,13,116,2,28,0,0,0,0,15,144,159,0.09
Downtown East,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-21T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118450,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,2,120,2,40,0,2,0,0,4,162,166,0.02
Causeway Point,Novocaine-NC16,2025-03-21T16:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154869,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,0,126,6,48,0,2,0,0,6,176,182,0.03
Clementi 321,Ne-Zha-2-PG13,2025-03-21T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6460,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,3,119,0,0,0,2,0,0,3,121,124,0.02
JEM,Ne-Zha-2-PG13,2025-03-21T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202697,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,19,199,8,56,0,1,0,0,27,256,283,0.1
Century Square,Ne-Zha-2-PG13,2025-03-21T17:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13641,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,5,95,0,10,0,2,0,4,5,111,116,0.04
Causeway Point,Mickey-17-M18,2025-03-21T17:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154875,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,1,129,0,28,0,0,0,0,1,157,158,0.01
JEM,Ne-Zha-2-PG13,2025-03-21T17:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202520,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,2,0,22,0,0,0,0,0,24,24,0.0
Causeway Point,Ne-Zha-2-PG13,2025-03-21T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154886,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,19,107,8,46,0,2,0,0,27,155,182,0.15
Clementi 321,Ne-Zha-2-PG13,2025-03-21T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6446,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,40,2,10,0,2,0,0,10,52,62,0.16
Century Square,Novocaine-NC16,2025-03-21T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13632,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,2,98,0,4,0,2,0,4,2,108,110,0.02
JEM,Novocaine-NC16,2025-03-21T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202684,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,2,82,6,18,0,0,0,0,8,100,108,0.07
Downtown East,Ne-Zha-2-PG13,2025-03-21T17:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118437,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,3,133,4,38,0,2,0,0,7,173,180,0.04
JEM,Ne-Zha-2-PG13,2025-03-21T17:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202693,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,23,151,4,32,0,1,0,0,27,184,211,0.13
Century Square,Mickey-17-M18,2025-03-21T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13635,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,4,94,0,4,0,2,0,4,4,104,108,0.04
Downtown East,Presence-M18,2025-03-21T18:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118430,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,68,0,40,0,1,0,0,0,109,109,0.0
Causeway Point,Ne-Zha-2-PG13,2025-03-21T18:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154887,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,20,124,8,36,0,2,0,0,28,162,190,0.15
Clementi 321,Ne-Zha-2-PG13,2025-03-21T18:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6458,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,14,34,2,10,0,2,0,0,16,46,62,0.26
Clementi 321,Mickey-17-M18,2025-03-21T18:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6636,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,7,41,0,12,0,2,0,0,7,55,62,0.11
JEM,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-21T18:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202652,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,7,119,2,30,0,0,0,0,9,149,158,0.06
Century Square,Ne-Zha-2-PG13,2025-03-21T18:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13645,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,13,87,10,0,0,2,0,4,23,93,116,0.2
Clementi 321,Ne-Zha-2-PG13,2025-03-21T18:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6426,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,5,19,0,0,0,0,0,0,5,19,24,0.21
JEM,Ne-Zha-2-PG13,2025-03-21T18:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202555,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,22,152,10,26,0,1,0,0,32,179,211,0.15
Clementi 321,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-21T18:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6464,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,3,63,0,18,0,2,0,0,3,83,86,0.03
