Location,Movie Name,Timing,Is Premium,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied,Total Seats,Occupancy Rate
Century Square,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-26T13:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13723,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,3,95,0,4,0,2,0,4,3,105,108,0.03
Downtown East,Presence-M18,2025-03-26T13:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118551,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,124,0,44,0,2,0,0,0,170,170,0.0
JEM,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-26T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202648,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,10,116,0,32,0,0,0,0,10,148,158,0.06
Causeway Point,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-26T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155032,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,11,119,0,28,0,0,0,0,11,147,158,0.07
Downtown East,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-26T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118545,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,1,95,0,40,0,1,0,0,1,136,137,0.01
Clementi 321,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-26T13:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6999,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,0,66,4,14,0,2,0,0,4,82,86,0.05
Clementi 321,Mickey-17-M18,2025-03-26T13:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6986,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,3,45,2,10,0,2,0,0,5,57,62,0.08
Century Square,Mickey-17-M18,2025-03-26T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/14030,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,0,100,0,4,0,2,0,4,0,110,110,0.0
JEM,Dog-Man-PG,2025-03-26T14:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202622,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,3,123,0,32,0,0,0,0,3,155,158,0.02
Downtown East,Mickey-17-M18,2025-03-26T14:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118542,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,1,121,0,42,0,2,0,0,1,165,166,0.01
Causeway Point,Dog-Man-PG,2025-03-26T14:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155403,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,6,120,0,54,0,2,0,0,6,176,182,0.03
JEM,Mickey-17-M18,2025-03-26T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202766,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,2,82,0,24,0,0,0,0,2,106,108,0.02
Causeway Point,Detective-Chinatown-1900-NC16,2025-03-26T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155039,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,8,121,0,30,0,0,0,0,8,151,159,0.05
Clementi 321,Dog-Man-PG,2025-03-26T15:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6979,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,0,48,2,10,0,2,0,0,2,60,62,0.03
Clementi 321,Detective-Chinatown-1900-NC16,2025-03-26T15:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6983,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,1,61,4,16,0,2,0,0,5,79,84,0.06
JEM,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-26T15:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202768,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,6,120,2,30,0,0,0,0,8,150,158,0.05
JEM,Close-Ur-Kopitiam-PG13,2025-03-26T15:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202638,"Drama, Comedy",Mandarin,"PG13, Some Sexual References",106 mins,27 Feb 2025,5,121,2,30,0,0,0,0,7,151,158,0.04
Century Square,Detective-Chinatown-1900-NC16,2025-03-26T16:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13722,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,8,90,0,4,0,2,0,4,8,100,108,0.07
Clementi 321,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-26T16:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/7000,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,0,66,4,14,0,2,0,0,4,82,86,0.05
JEM,Dog-Man-PG,2025-03-26T16:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202623,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,0,126,2,30,0,0,0,0,2,156,158,0.01
Causeway Point,Mickey-17-M18,2025-03-26T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155033,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,9,121,2,26,0,0,0,0,11,147,158,0.07
Downtown East,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-26T16:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118546,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,0,96,0,40,0,1,0,0,0,137,137,0.0
Clementi 321,Mickey-17-M18,2025-03-26T16:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6987,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,3,45,2,10,0,2,0,0,5,57,62,0.08
Century Square,Dragon-Tamil-PG13,2025-03-26T16:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13724,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21 Feb 2025,0,100,2,8,0,2,0,4,2,114,116,0.02
Downtown East,Mickey-17-M18,2025-03-26T17:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118543,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,0,122,0,42,0,2,0,0,0,166,166,0.0
Clementi 321,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-26T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6980,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,0,48,0,12,0,2,0,0,0,62,62,0.0
Clementi 321,Presence-M18,2025-03-26T17:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6973,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,1,47,2,10,0,2,0,0,3,59,62,0.05
Causeway Point,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-26T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155040,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,8,121,2,28,0,0,0,0,10,149,159,0.06
JEM,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-26T18:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202649,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,7,119,6,26,0,0,0,0,13,145,158,0.08
JEM,Dog-Man-PG,2025-03-26T18:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202774,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,3,123,0,32,0,0,0,0,3,155,158,0.02
Downtown East,Presence-M18,2025-03-26T18:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118540,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,68,0,40,0,1,0,0,0,109,109,0.0
Century Square,Mickey-17-M18,2025-03-26T19:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13721,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,4,94,0,4,0,2,0,4,4,104,108,0.04
Clementi 321,Mickey-17-M18,2025-03-26T19:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6988,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,4,44,0,12,0,2,0,0,4,58,62,0.06
Downtown East,Mickey-17-M18,2025-03-26T20:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118544,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,2,120,0,42,0,2,0,0,2,164,166,0.01
JEM,Mickey-17-M18,2025-03-26T20:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202767,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,4,80,8,16,0,0,0,0,12,96,108,0.11
JEM,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-26T20:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202650,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,2,124,4,28,0,0,0,0,6,152,158,0.04
Century Square,Presence-M18,2025-03-26T20:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13729,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,1,99,0,10,0,2,0,4,1,115,116,0.01
JEM,Dog-Man-PG,2025-03-26T20:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202775,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,0,126,0,32,0,0,0,0,0,158,158,0.0
Causeway Point,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-26T21:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155030,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,3,141,2,42,0,2,0,0,5,185,190,0.03
Clementi 321,You-Are-The-Apple-Of-My-Eye-PG13,2025-03-26T21:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6995,"Drama, Romance",Korean,"PG13, Some Sexual References and Coarse Language",102 mins,20 Mar 2025,3,45,0,12,0,2,0,0,3,59,62,0.05
Clementi 321,Presence-M18,2025-03-26T21:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6985,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,0,62,2,18,0,2,0,0,2,82,84,0.02
JEM,Presence-M18,2025-03-26T21:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202563,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,2,172,8,28,0,1,0,0,10,201,211,0.05
Causeway Point,Presence-M18,2025-03-26T21:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/155041,"Horror, Thriller",English,"M18, Sexual Scene and Coarse Language",85 mins,20 Mar 2025,5,124,0,30,0,0,0,0,5,154,159,0.03
