Location,Movie Name,Timing,Is Premium,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied,Total Seats,Occupancy Rate
JEM,Ne-Zha-2-PG13,2025-03-19T11:10:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202443,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,2,2,20,0,0,0,0,2,22,24,0.08
JEM,Ne-Zha-2-PG13,2025-03-19T11:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202478,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,36,182,14,50,0,1,0,0,50,233,283,0.18
JEM,Ne-Zha-2-PG13,2025-03-19T11:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202451,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,11,163,16,20,0,1,0,0,27,184,211,0.13
Causeway Point,Novocaine-NC16,2025-03-19T11:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154804,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,0,144,0,44,0,2,0,0,0,190,190,0.0
JEM,Mickey-17-M18,2025-03-19T11:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202464,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,5,79,0,24,0,0,0,0,5,103,108,0.05
Century Square,Ne-Zha-2-PG13,2025-03-19T12:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13601,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,19,81,2,2,0,2,0,4,21,89,110,0.19
Century Square,Novocaine-NC16,2025-03-19T12:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13592,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,0,100,0,10,0,2,0,4,0,116,116,0.0
JEM,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-19T12:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202455,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,2,124,8,24,0,0,0,0,10,148,158,0.06
Causeway Point,Ne-Zha-2-PG13,2025-03-19T12:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154800,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,21,105,10,44,0,2,0,0,31,151,182,0.17
JEM,Detective-Chinatown-1900-NC16,2025-03-19T12:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202469,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,4,122,2,30,0,0,0,0,6,152,158,0.04
Clementi 321,Ne-Zha-2-PG13,2025-03-19T12:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6229,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,12,110,0,0,0,2,0,0,12,112,124,0.1
Clementi 321,Novocaine-NC16,2025-03-19T12:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6225,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,1,47,0,12,0,2,0,0,1,61,62,0.02
Causeway Point,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-19T12:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154817,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,7,122,2,28,0,0,0,0,9,150,159,0.06
JEM,Dog-Man-PG,2025-03-19T12:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202460,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,21,105,16,16,0,0,0,0,37,121,158,0.23
Century Square,Ne-Zha-2-PG13,2025-03-19T12:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13595,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,27,73,4,6,0,2,0,4,31,85,116,0.27
Downtown East,Novocaine-NC16,2025-03-19T12:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118404,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,0,122,2,40,0,2,0,0,2,164,166,0.01
Clementi 321,Dog-Man-PG,2025-03-19T12:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6218,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,5,43,0,12,0,2,0,0,5,57,62,0.08
Clementi 321,Detective-Chinatown-1900-NC16,2025-03-19T12:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6211,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,0,48,2,10,0,2,0,0,2,60,62,0.03
Downtown East,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-19T12:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118240,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,2,94,4,36,0,1,0,0,6,131,137,0.04
Clementi 321,Ne-Zha-2-PG13,2025-03-19T13:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6232,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,5,61,0,18,0,2,0,0,5,81,86,0.06
Downtown East,Ne-Zha-2-PG13,2025-03-19T13:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118260,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,11,165,14,36,0,2,0,0,25,203,228,0.11
JEM,Ne-Zha-2-PG13,2025-03-19T13:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202474,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,63,111,16,20,0,1,0,0,79,132,211,0.37
Clementi 321,Mickey-17-M18,2025-03-19T13:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6205,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,1,47,2,10,0,2,0,0,3,59,62,0.05
Causeway Point,Ne-Zha-2-PG13,2025-03-19T13:05:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154793,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,33,168,4,38,0,2,0,0,37,208,245,0.15
Clementi 321,Ne-Zha-2-PG13,2025-03-19T13:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6202,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,2,22,0,0,0,0,0,0,2,22,24,0.08
JEM,Ne-Zha-2-PG13,2025-03-19T13:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202440,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,0,22,0,0,0,0,1,23,24,0.04
Clementi 321,Papa-M18,2025-03-19T13:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6381,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,01 Feb 2025,7,55,6,14,0,2,0,0,13,71,84,0.15
Century Square,Ne-Zha-2-PG13,2025-03-19T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13598,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,7,93,0,10,0,2,0,4,7,109,116,0.06
Clementi 321,Ne-Zha-2-PG13,2025-03-19T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6222,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,18,56,4,16,0,2,0,0,22,74,96,0.23
JEM,Ne-Zha-2-PG13,2025-03-19T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202448,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,39,135,8,28,0,1,0,0,47,164,211,0.22
Downtown East,Mickey-17-M18,2025-03-19T13:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118270,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,2,122,4,40,0,2,0,0,6,164,170,0.04
Causeway Point,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-19T13:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154824,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,4,122,2,52,0,2,0,0,6,176,182,0.03
Causeway Point,Ne-Zha-2-PG13,2025-03-19T13:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154813,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,27,117,18,26,0,0,0,0,45,143,188,0.24
Century Square,Ne-Zha-2-PG13,2025-03-19T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13589,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,33,65,2,2,0,2,0,4,35,73,108,0.32
Clementi 321,Ne-Zha-2-PG13,2025-03-19T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6215,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,57,5,20,0,0,2,0,0,77,7,84,0.92
Downtown East,Ne-Zha-2-PG13,2025-03-19T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118267,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,18,118,0,42,0,2,0,0,18,162,180,0.1
Century Square,A-Looney-Tunes-Movie-PG,2025-03-19T14:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13307,Animation,English with no subtitle,PG,91 mins,13 Mar 2025,80,18,4,0,0,2,0,4,84,24,108,0.78
JEM,Ne-Zha-2-PG13,2025-03-19T14:10:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202444,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,2,2,20,0,0,0,0,2,22,24,0.08
JEM,Ne-Zha-2-PG13,2025-03-19T14:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202479,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,54,164,42,22,0,1,0,0,96,187,283,0.34
Causeway Point,Novocaine-NC16,2025-03-19T14:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154809,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,2,130,0,34,0,0,0,0,2,164,166,0.01
Downtown East,Detective-Chinatown-1900-NC16,2025-03-19T14:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118392,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,1,67,0,40,0,1,0,0,1,108,109,0.01
Causeway Point,Ne-Zha-2-PG13,2025-03-19T14:40:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154805,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,49,95,12,32,0,2,0,0,61,129,190,0.32
JEM,Ne-Zha-2-PG13,2025-03-19T14:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202452,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,66,108,22,14,0,1,0,0,88,123,211,0.42
Century Square,Novocaine-NC16,2025-03-19T14:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13593,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,3,97,0,10,0,2,0,4,3,113,116,0.03
JEM,Novocaine-NC16,2025-03-19T14:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202461,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,4,122,10,22,0,0,0,0,14,144,158,0.09
JEM,Dog-Man-PG,2025-03-19T14:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202465,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,32,52,12,12,0,0,0,0,44,64,108,0.41
Clementi 321,Dog-Man-PG,2025-03-19T15:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6219,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,14,34,2,10,0,2,0,0,16,46,62,0.26
Century Square,Mickey-17-M18,2025-03-19T15:05:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13603,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,11,89,0,4,0,2,0,4,11,99,110,0.1
Clementi 321,Novocaine-NC16,2025-03-19T15:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6226,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,1,47,0,12,0,2,0,0,1,61,62,0.02
JEM,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-19T15:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202470,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,8,118,6,26,0,0,0,0,14,144,158,0.09
JEM,A-Looney-Tunes-Movie-PG,2025-03-19T15:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202456,Animation,English with no subtitle,PG,91 mins,13 Mar 2025,13,113,4,28,0,0,0,0,17,141,158,0.11
Causeway Point,Ne-Zha-2-PG13,2025-03-19T15:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154801,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,34,92,38,16,0,2,0,0,72,110,182,0.4
Downtown East,Novocaine-NC16,2025-03-19T15:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118405,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,0,122,2,40,0,2,0,0,2,164,166,0.01
Clementi 321,Ne-Zha-2-PG13,2025-03-19T15:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6230,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,33,89,0,0,0,2,0,0,33,91,124,0.27
Causeway Point,Dog-Man-PG,2025-03-19T15:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154818,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,29,100,12,18,0,0,0,0,41,118,159,0.26
Clementi 321,A-Looney-Tunes-Movie-PG,2025-03-19T15:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6212,Animation,English with no subtitle,PG,91 mins,13 Mar 2025,2,46,0,12,0,2,0,0,2,60,62,0.03
Century Square,Ne-Zha-2-PG13,2025-03-19T15:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13597,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,31,69,8,2,0,2,0,4,39,77,116,0.34
Downtown East,Legends-of-the-Condor-Heroes-The-Gallants-PG13,2025-03-19T15:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118238,"Action, Fantasy, Drama",Mandarin,"PG13, Some Violence",146 mins,20 Feb 2025,1,95,2,38,0,1,0,0,3,134,137,0.02
JEM,Ne-Zha-2-PG13,2025-03-19T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202475,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,42,132,26,10,0,1,0,0,68,143,211,0.32
Clementi 321,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-19T16:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6206,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,1,47,6,6,0,2,0,0,7,55,62,0.11
Causeway Point,Ne-Zha-2-PG13,2025-03-19T16:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154794,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,39,162,10,32,0,2,0,0,49,196,245,0.2
Clementi 321,Ne-Zha-2-PG13,2025-03-19T16:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6233,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,15,51,4,14,0,2,0,0,19,67,86,0.22
Downtown East,Ne-Zha-2-PG13,2025-03-19T16:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118261,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,19,157,6,44,0,2,0,0,25,203,228,0.11
JEM,Ne-Zha-2-PG13,2025-03-19T16:15:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202441,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,6,16,0,0,0,0,7,17,24,0.29
Century Square,Dragon-Tamil-PG13,2025-03-19T16:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13602,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21 Feb 2025,2,96,2,2,0,2,0,4,4,104,108,0.04
Clementi 321,Ne-Zha-2-PG13,2025-03-19T16:30:00,True,https://www.cathaycineplexes.com.sg/ticketing/1114/6203,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,4,20,0,0,0,0,0,0,4,20,24,0.17
JEM,Ne-Zha-2-PG13,2025-03-19T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202449,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,29,145,10,26,0,1,0,0,39,172,211,0.18
Downtown East,Mickey-17-M18,2025-03-19T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118271,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,1,123,0,44,0,2,0,0,1,169,170,0.01
Clementi 321,Nosferatu-M18,2025-03-19T16:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6382,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27 Feb 2025,0,62,0,20,0,2,0,0,0,84,84,0.0
Century Square,Ne-Zha-2-PG13,2025-03-19T16:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13599,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,12,88,4,6,0,2,0,4,16,100,116,0.14
Clementi 321,Ne-Zha-2-PG13,2025-03-19T16:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6223,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,11,63,8,12,0,2,0,0,19,77,96,0.2
Causeway Point,Detective-Chinatown-1900-NC16,2025-03-19T16:50:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154798,Comedy,Mandarin,"NC16, Some Violence and Coarse Language",137 mins,29 Jan 2025,10,116,6,48,0,2,0,0,16,166,182,0.09
Causeway Point,Ne-Zha-2-PG13,2025-03-19T17:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154814,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,23,121,8,36,0,0,0,0,31,157,188,0.16
JEM,Ne-Zha-2-PG13,2025-03-19T17:10:00,True,https://www.cathaycineplexes.com.sg/ticketing/1110/202445,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,1,8,14,0,0,0,0,9,15,24,0.38
JEM,Mickey-17-M18,2025-03-19T17:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202466,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,4,80,8,16,0,0,0,0,12,96,108,0.11
Century Square,Ne-Zha-2-PG13,2025-03-19T17:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13590,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,10,88,2,2,0,2,0,4,12,96,108,0.11
Clementi 321,Ne-Zha-2-PG13,2025-03-19T17:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6216,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,54,4,16,0,2,0,0,12,72,84,0.14
Downtown East,Ne-Zha-2-PG13,2025-03-19T17:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118268,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,17,119,4,38,0,2,0,0,21,159,180,0.12
JEM,Ne-Zha-2-PG13,2025-03-19T17:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202480,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,28,190,14,50,0,1,0,0,42,241,283,0.15
Clementi 321,Mickey-17-M18,2025-03-19T17:15:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6220,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,5,43,0,12,0,2,0,0,5,57,62,0.08
Causeway Point,Mickey-17-M18,2025-03-19T17:20:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154810,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,4,128,0,34,0,0,0,0,4,162,166,0.02
JEM,Dog-Man-PG,2025-03-19T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202781,"Animation, Family, Adventure",English,"PG, Some Intense Sequences",94 mins,13 Mar 2025,31,95,6,26,0,0,0,0,37,121,158,0.23
Downtown East,In-the-Lost-Lands-NC16,2025-03-19T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118391,"Action, Fantasy",English,"NC16, Violence",101 mins,06 Mar 2025,0,68,0,40,0,1,0,0,0,109,109,0.0
JEM,Close-Ur-Kopitiam-PG13,2025-03-19T17:30:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202457,"Drama, Comedy",Mandarin,"PG13, Some Sexual References",106 mins,27 Feb 2025,3,123,2,30,0,0,0,0,5,153,158,0.03
Causeway Point,Ne-Zha-2-PG13,2025-03-19T17:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1102/154806,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,24,120,14,30,0,2,0,0,38,152,190,0.2
Century Square,Ne-Zha-2-PG13,2025-03-19T17:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13605,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,3,97,4,6,0,2,0,4,7,109,116,0.06
JEM,Ne-Zha-2-PG13,2025-03-19T17:45:00,False,https://www.cathaycineplexes.com.sg/ticketing/1110/202453,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,10,164,6,30,0,1,0,0,16,195,211,0.08
Clementi 321,Ne-Zha-2-PG13,2025-03-19T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6213,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,9,39,4,8,0,2,0,0,13,49,62,0.21
Century Square,Novocaine-NC16,2025-03-19T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1113/13604,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,1,99,0,4,0,2,0,4,1,109,110,0.01
Clementi 321,Novocaine-NC16,2025-03-19T18:00:00,False,https://www.cathaycineplexes.com.sg/ticketing/1114/6227,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,0,48,0,12,0,2,0,0,0,62,62,0.0
Downtown East,Novocaine-NC16,2025-03-19T18:10:00,False,https://www.cathaycineplexes.com.sg/ticketing/1106/118406,"Action, Comedy, Thriller",English,"NC16, Violence and Coarse Language",120 mins,13 Mar 2025,0,122,0,42,0,2,0,0,0,166,166,0.0
